,room,floor,floor_counts,square,price,metro_foot_minute,zone,district,metro
855,2,15,15,50.8,14461465,9,НАО (Новомосковский),,Филатов Луг
856,1,30,32,43.8,16950000,7,СВАО,Бутырский,Бутырская
857,2,3,16,30.97,17364879,5,СЗАО,Хорошево,Октябрьское поле
858,1,23,25,39.2,17836000,4,СЗАО,Щукино,Щукинская
859,2,14,28,63.94,18686595,12,ЮВАО,Нижегородский,Нижегородская
860,1,6,26,24.5,19028856,10,ЮАО,Даниловский,Павелецкая
861,2,4,8,54.7,21900000,6,САО,Сокол,Сокол
862,2,35,37,59.7,25000000,7,ЗАО,Раменки,Аминьевская
863,3,19,24,80.5,25000000,18,ВАО,Метрогородок,Бульвар Рокоссовского
864,2,12,26,45.3,25000000,10,СЗАО,Покровское,Спартак
865,2,9,54,55.9,,11,ЗАО,Очаково,Мичуринский проспект
866,2,11,20,64.0,30000000,15,СЗАО,Хорошево,Шелепиха
867,3,3,17,76.1,34000000,3,ЮЗАО,Теплый Стан,Тропарёво
868,3,5,26,64.3,39950000,8,САО,Аэропорт,Динамо
869,2,2,4,58.2,49590000,4,ЦАО,Тверской,Тверская
870,3,20,57,82.3,49900000,10,СЗАО,Хорошево,Народное Ополчение
871,1,3,14,62.0,63000000,10,ЦАО,Замоскворечье,Серпуховская
872,3,2,8,91.8,63800000,7,ЦАО,Хамовники,Смоленская
873,2,46,75,114.0,86000000,3,ЦАО,Пресненский,Деловой центр
874,2,62,77,111.0,149000000,4,ЦАО,Пресненский,Деловой центр
875,3,8,10,150.0,148000000,3,ЦАО,Замоскворечье,Новокузнецкая
876,1,4,4,39.9,11700000,19,СЗАО,Южное Тушино,Трикотажная
877,2,11,16,41.9,12550181,12,НАО (Новомосковский),,Улица Старокачаловская
878,1,6,12,41.15,13400000,10,ЮАО,Нагатинский затон,Кленовый бульвар
879,2,3,12,45.9,13999000,6,САО,Западное Дегунино,Ховрино
880,1,4,39,39.6,15509395,4,САО,Западное Дегунино,Селигерская
881,1,2,9,33.6,15500000,6,ЦАО,Мещанский,Рижская
882,3,4,9,67.5,20500000,8,СВАО,Бутырский,Фонвизинская
883,1,8,19,53.4,25407720,10,САО,Савеловский,Гражданская
884,3,2,20,75.0,29000000,10,ЮЗАО,Академический,Профсоюзная
885,2,5,16,74.6,30831133,6,САО,Сокол,Зорге
886,2,5,6,67.4,31500000,8,ЦАО,Замоскворечье,Серпуховская
887,2,9,23,68.4,33300000,17,СЗАО,Хорошево,Терехово
888,3,1,19,100.0,45000000,16,СЗАО,Хорошево,Шелепиха
889,3,2,5,88.0,67499000,1,ЦАО,Замоскворечье,Третьяковская
890,2,12,18,82.0,70000000,7,САО,Беговой,Динамо
891,3,11,22,96.9,87400000,1,ЦАО,Пресненский,Краснопресненская
892,3,5,33,115.0,125000000,13,ЦАО,Таганский,Китай
893,3,4,13,149.9,130000000,9,ЦАО,Пресненский,Баррикадная
894,1,8,17,25.7,7766495,8,НАО (Новомосковский),,Корниловская
895,2,6,10,40.9,7766452,9,НАО (Новомосковский),,Толстопальцево
896,1,12,22,20.5,9200000,16,ЗАО,Тропарево,Юго
897,1,13,14,37.8,10001880,13,НАО (Новомосковский),,Кедровая
898,1,2,15,28.3,10541750,9,САО,Головинский,Коптево
899,1,8,13,33.6,,14,ЮВАО,Печатники,Кожуховская
900,1,12,16,38.5,11900000,7,НАО (Новомосковский),,Филатов Луг
901,2,2,15,62.6,13055884,17,НАО (Новомосковский),,Ольховая
902,3,3,9,57.5,13599000,13,ВАО,Вешняки,Вешняки
903,1,17,48,35.2,14720217,4,СЗАО,Покровское,Тушинская
904,2,5,14,47.0,14700000,7,САО,Аэропорт,Гражданская
905,3,2,5,55.5,16150000,2,САО,Аэропорт,Красный Балтиец
906,1,29,30,32.1,16433049,13,ЮВАО,Рязанский,Окская
907,1,7,13,40.01,17044172,15,ЮАО,Москворечье,Варшавская
908,1,24,28,34.1,17800200,8,СЗАО,Хорошево,
909,1,2,6,39.0,19500000,16,СЗАО,Хорошево,Народное Ополчение
910,1,22,24,42.7,19500000,4,ЮАО,Даниловский,ЗИЛ
911,1,37,49,40.34,19605240,17,СВАО,Марьина роща,Марьина Роща
912,1,20,20,39.9,23385390,4,САО,Аэропорт,Красный Балтиец
913,1,4,32,34.9,,12,СЗАО,Хорошево,Шелепиха
914,1,6,15,40.5,23981169,9,ЗАО,Раменки,Раменки
915,1,6,13,42.36,25257000,15,ЮВАО,Южнопортовый,Дубровка
916,1,8,17,36.2,27000000,6,ЦАО,Тверской,Маяковская
917,2,27,33,47.4,28500000,19,ЮАО,Даниловский,Павелецкая
918,2,18,30,79.6,29500000,19,ЗАО,Можайский,Давыдково
919,2,25,52,70.0,37900000,10,ЗАО,Раменки,Раменки
920,2,2,18,120.3,38500000,12,ЮЗАО,Ломоносовский,Профсоюзная
921,3,9,43,64.2,41500000,16,СЗАО,Хорошево,Шелепиха
922,2,28,29,53.6,44000000,11,ЦАО,Якиманка,Октябрьская
923,3,3,19,67.0,44000000,7,САО,Беговой,Динамо
924,3,2,13,121.0,45990000,9,ЦАО,Пресненский,Белорусская
925,2,40,68,70.0,49050000,2,ЦАО,Пресненский,Москва
926,3,16,32,123.9,49800000,13,ЮЗАО,Черемушки,Зюзино
927,3,3,25,103.0,49700000,10,ЗАО,Очаково,Матвеевская
928,3,16,39,84.8,51000000,4,ЗАО,Раменки,Аминьевская
929,3,10,25,99.0,56500000,9,САО,Аэропорт,Динамо
930,2,3,21,56.58,58600000,7,ЦАО,Пресненский,Улица 1905 года
931,2,12,21,60.4,61700000,9,ЦАО,Пресненский,Улица 1905 года
932,2,4,20,76.6,62046000,1,ЦАО,Пресненский,Краснопресненская
933,3,57,68,96.4,67480000,2,ЦАО,Пресненский,Москва
934,3,5,6,78.1,68867924,4,ЦАО,Тверской,Маяковская
935,3,8,8,68.8,78450000,2,ЦАО,Тверской,Маяковская
936,3,14,17,119.0,79000000,6,ЦАО,Арбат,Смоленская
937,2,2,6,75.0,84750000,9,ЦАО,Замоскворечье,Третьяковская
938,3,11,20,97.0,87500000,1,ЦАО,Пресненский,Краснопресненская
939,3,7,21,87.6,91000000,9,ЦАО,Пресненский,Улица 1905 года
940,2,3,9,65.0,91823899,8,ЦАО,Пресненский,Пушкинская
941,3,9,14,83.0,98000000,9,ЦАО,Мещанский,Достоевская
942,3,14,20,132.5,110000000,17,ЮЗАО,Гагаринский,Воробьёвы горы
943,3,9,21,97.0,110000000,9,ЦАО,Пресненский,Улица 1905 года
944,2,6,8,94.0,130000000,12,ЦАО,Хамовники,Парк Культуры
945,3,3,13,150.0,130000000,9,ЦАО,Пресненский,Баррикадная
946,2,3,9,135.4,145000000,3,ЦАО,Якиманка,Полянка
947,3,3,10,172.5,225000000,8,ЦАО,Тверской,Новослободская
948,3,29,53,191.5,229559749,4,ЗАО,Раменки,Ломоносовский проспект
949,3,7,9,160.8,284654089,2,ЦАО,Тверской,Маяковская
950,3,4,8,162.9,385000000,6,ЦАО,Хамовники,Парк Культуры
951,1,15,22,19.9,8060000,16,ЗАО,Тропарево,Юго
952,1,14,22,19.6,8145000,16,ЗАО,Тропарево,Юго
953,1,6,22,17.3,8590000,10,ЗАО,Тропарево,Тропарёво
954,1,11,22,21.3,8600000,16,ЗАО,Тропарево,Юго
955,1,6,22,17.3,8590000,16,ЗАО,Тропарево,Юго
956,1,6,19,34.2,8892000,5,СЗАО,Митино,Пятницкое шоссе
957,1,22,22,19.4,8880000,16,ЗАО,Тропарево,Юго
958,1,13,22,17.6,8900000,16,ЗАО,Тропарево,Юго
959,1,15,22,20.3,9243500,16,ЗАО,Тропарево,Юго
960,1,2,2,30.0,9900000,13,ЮВАО,Текстильщики,Текстильщики
961,1,2,2,29.3,9850000,13,ЮВАО,Текстильщики,Текстильщики
962,2,1,14,38.4,10150000,3,САО,Бескудниковский,Селигерская
963,2,4,5,42.8,11990000,10,ВАО,Новогиреево,Новогиреево
964,1,21,25,33.5,11950000,10,ЗАО,Кунцево,Павшино
965,1,24,24,42.0,12200000,14,ЮЗАО,Северное Бутово,Бульвар Дмитрия Донского
966,1,15,30,37.5,14500000,6,ЮВАО,Южнопортовый,Угрешская
967,2,8,9,40.0,14400000,13,СЗАО,Хорошево,Народное Ополчение
968,2,8,14,40.8,14900000,5,ЗАО,Очаково,Озёрная
969,1,5,64,37.4,15019652,5,СЗАО,Хорошево,Хорошёвская
970,2,10,14,46.3,15490000,1,СВАО,Свиблово,Свиблово
971,1,5,13,34.0,17500000,8,ЮАО,Даниловский,Тульская
972,1,6,18,40.9,17400000,10,ЮЗАО,Академический,Профсоюзная
973,1,14,16,38.0,17888888,7,ЮАО,Даниловский,ЗИЛ
974,1,18,21,46.7,17999900,12,СЗАО,Хорошево,Народное Ополчение
975,1,10,30,37.2,17932590,17,ЮВАО,Южнопортовый,Дубровка
976,3,16,24,60.0,18550000,20,НАО (Новомосковский),,Рассказовка
977,2,7,9,43.1,18500000,7,ЮАО,Нагатинский затон,Коломенская
978,2,3,17,56.8,19290000,7,ЮАО,Чертаново Северное,Южная
979,1,9,23,61.5,19500000,9,ЮАО,Нагорный,Варшавская
980,1,18,48,42.4,19900000,9,СЗАО,Хорошево,Народное Ополчение
981,2,9,33,60.9,21000000,7,СВАО,Бабушкинский,Свиблово
982,1,10,25,40.7,21855900,4,ЮВАО,Печатники,
983,1,12,23,46.2,21900000,16,СЗАО,Хорошево,Терехово
984,1,11,20,44.0,22500000,3,САО,Левобережный,Беломорская
985,2,5,13,43.0,23200000,8,ЮАО,Даниловский,Тульская
986,3,8,12,65.7,24290000,7,ЗАО,Раменки,Раменки
987,2,12,17,57.8,25990000,3,ЗАО,Раменки,Раменки
988,3,3,8,70.5,26590000,4,ЗАО,Раменки,Ломоносовский проспект
989,2,11,27,83.0,26700000,8,ЮАО,Даниловский,ЗИЛ
990,3,11,22,77.0,27990000,13,СВАО,Марфино,Улица Милашенкова
991,1,5,6,43.0,27999000,7,САО,Беговой,Белорусская
992,2,6,12,52.0,30000000,8,САО,Аэропорт,Петровский Парк
993,3,12,12,68.8,29900000,4,ЗАО,Фили,Кунцевская
994,2,6,11,79.7,30000000,5,ЮВАО,Лефортово,Москва
995,3,2,18,70.0,29950000,7,САО,Беговой,Динамо
996,2,3,22,43.0,31000000,10,ЮЗАО,Академический,Академическая
997,3,7,10,68.5,31500000,15,ЮАО,Даниловский,Павелецкая
998,3,9,9,68.0,32000000,7,ЦАО,Тверской,Маяковская
999,3,7,9,55.4,33490000,8,ЗАО,Очаково,Аминьевская
1000,3,4,13,61.3,33700000,18,СЗАО,Хорошево,Терехово
1001,2,9,21,50.3,33900000,2,ЦАО,Басманный,Чкаловская
1002,2,2,14,70.8,35000000,6,ЦАО,Мещанский,Сухаревская
1003,2,18,25,72.5,35000000,5,ЗАО,Раменки,Аминьевская
1004,1,13,21,49.7,37600000,2,ЦАО,Басманный,Чкаловская
1005,13,3,9,79.3,38000000,17,ЗАО,Можайский,Рабочий посёлок
1006,3,3,14,68.7,38500000,5,ЗАО,Раменки,Минская
1007,2,8,22,87.2,39000000,15,ЗАО,Раменки,Поклонная
1008,2,3,5,52.0,39000000,16,ЮАО,Донской,Шаболовская
1009,2,24,24,58.0,39300000,11,СЗАО,Хорошево,Шелепиха
1010,3,11,13,82.4,40000000,3,ЗАО,Филевский парк,Фили
1011,1,16,17,48.3,42359100,14,ЮЗАО,Гагаринский,Ленинский проспект
1012,2,4,12,57.2,42500000,9,ЦАО,Хамовники,Парк Культуры
1013,2,8,36,71.0,45000000,11,СЗАО,Хорошево,Шелепиха
1014,3,39,43,68.0,44950000,16,СЗАО,Хорошево,Шелепиха
1015,2,15,46,66.1,45500000,20,ЮАО,Даниловский,Павелецкая
1016,2,4,8,65.0,45900000,2,ЦАО,Тверской,Маяковская
1017,3,3,8,68.3,48490000,4,ЦАО,Красносельский,Тургеневская
1018,3,9,9,91.0,49500000,14,ЮАО,Даниловский,Технопарк
1019,3,2,4,87.1,49500000,5,ЦАО,Тверской,Маяковская
1020,3,23,24,70.0,51000000,5,САО,Хорошевский,Полежаевская
1021,3,2,7,108.0,51840000,7,ЦАО,Тверской,Менделеевская
1022,3,2,3,114.5,55094339,19,ВАО,Сокольники,Красносельская
1023,2,6,7,68.6,58310000,7,ЦАО,Замоскворечье,Павелецкая
1024,3,15,51,76.0,59000000,12,ЗАО,Раменки,Раменки
1025,3,22,23,128.0,60000000,8,САО,Аэропорт,Сокол
1026,2,4,21,65.14,60000000,9,ЦАО,Пресненский,Улица 1905 года
1027,3,22,22,127.6,61248000,11,ЦАО,Якиманка,Серпуховская
1028,2,10,21,55.0,61800000,7,ЦАО,Пресненский,Улица 1905 года
1029,3,21,24,87.1,62000000,7,СЗАО,Хорошево,Народное Ополчение
1030,3,3,6,78.0,66800000,5,ЦАО,Тверской,Новослободская
1031,3,2,5,88.0,67500000,1,ЦАО,Замоскворечье,Третьяковская
1032,3,2,5,88.0,67500000,1,ЦАО,Замоскворечье,Третьяковская
1033,3,5,6,124.0,67490000,7,ЦАО,Тверской,Пушкинская
1034,2,3,3,107.8,70000000,9,СЗАО,Покровское,Балтийская
1035,3,5,15,128.6,70000000,13,ЗАО,Раменки,Ломоносовский проспект
1036,3,7,9,101.7,69950000,10,ЦАО,Замоскворечье,Новокузнецкая
1037,2,2,4,136.6,75000000,15,ЮАО,Донской,Тульская
1038,2,8,32,73.0,75000000,13,ЦАО,Таганский,Таганская
1039,3,22,22,159.9,76752000,11,ЦАО,Якиманка,Серпуховская
1040,3,14,17,120.0,79000000,6,ЦАО,Арбат,Смоленская
1041,3,2,7,90.0,80000000,9,ЦАО,Пресненский,Пушкинская
1042,3,7,41,91.2,80000000,13,САО,Хорошевский,Аэропорт
1043,2,4,6,156.0,79990000,7,ЦАО,Тверской,Маяковская
1044,3,3,5,112.0,85000000,8,ЦАО,Хамовники,Спортивная
1045,3,7,7,140.0,85000000,8,ЦАО,Арбат,Баррикадная
1046,3,7,7,132.1,85000000,8,ЦАО,Арбат,Баррикадная
1047,2,2,5,74.9,85750000,9,ЦАО,Замоскворечье,Третьяковская
1048,3,10,12,130.1,95000000,5,ЗАО,Дорогомилово,Парк Победы
1049,3,3,21,92.2,94966000,7,ЦАО,Пресненский,Улица 1905 года
1050,3,8,13,92.1,96705000,5,ЗАО,Раменки,Минская
1051,3,3,4,110.4,97850000,9,ЦАО,Тверской,Новослободская
1052,3,3,11,110.4,99000000,8,ЦАО,Тверской,Новослободская
1053,3,4,21,120.0,102000000,9,ЦАО,Пресненский,Улица 1905 года
1054,3,4,12,146.0,106500000,3,ЦАО,Замоскворечье,Новокузнецкая
1055,3,4,12,136.1,106500000,3,ЦАО,Замоскворечье,Новокузнецкая
1056,2,33,73,103.0,110000000,1,ЦАО,Пресненский,Деловой центр
1057,3,5,8,129.3,110000000,1,ЦАО,Замоскворечье,Третьяковская
1058,23,9,13,99.71,113000000,9,ЦАО,Хамовники,Спортивная
1059,3,8,13,99.71,113000000,9,ЦАО,Хамовники,Спортивная
1060,3,4,17,120.0,118300000,10,ЦАО,Замоскворечье,Серпуховская
1061,3,6,16,122.6,120000000,10,ЦАО,Хамовники,Смоленская
1062,3,3,4,104.0,120000000,8,ЦАО,Пресненский,Пушкинская
1063,3,4,9,130.0,128629930,5,ЦАО,Якиманка,Полянка
1064,3,7,15,109.8,134981132,9,ЗАО,Дорогомилово,Студенческая
1065,3,4,9,149.0,150000000,11,ЦАО,Пресненский,Баррикадная
1066,3,4,8,133.8,150000000,4,ЦАО,Красносельский,Лубянка
1067,3,7,7,164.0,150000000,14,ЗАО,Можайский,Давыдково
1068,3,2,7,94.0,153000000,6,ЦАО,Пресненский,Арбатская
1069,3,2,13,120.0,165000000,15,ЦАО,Пресненский,Улица 1905 года
1070,3,3,7,115.0,173000000,10,ЦАО,Пресненский,Арбатская
1071,3,10,14,146.0,175000000,6,ЦАО,Хамовники,Фрунзенская
1072,3,3,4,188.5,175000000,6,ЦАО,Тверской,Пушкинская
1073,3,4,8,117.7,185000000,7,ЦАО,Арбат,Арбатская
1074,2,2,8,89.3,188240000,4,ЦАО,Якиманка,Третьяковская
1075,3,9,57,158.0,202012579,10,САО,Хорошевский,Аэропорт
1076,3,2,6,119.0,215000000,5,ЦАО,Хамовники,Парк Культуры
1077,3,2,5,140.0,227576030,5,ЦАО,Мещанский,Трубная
1078,3,2,6,151.3,300000000,11,ЦАО,Хамовники,Киевская
1079,3,26,57,262.0,321383649,10,САО,Хорошевский,Аэропорт
1080,3,2,6,150.0,339748429,10,ЦАО,Хамовники,Парк Культуры
1081,2,8,9,44.0,10000000,20,САО,Головинский,Речной вокзал
1082,3,5,10,63.0,13850000,5,ЮЗАО,Южное Бутово,Щербинка
1083,3,8,9,68.3,15500000,20,ЮЗАО,Ясенево,Ясенево
1084,1,15,21,36.5,16500000,11,САО,Головинский,Водный стадион
1085,2,10,10,40.6,16646000,9,ЮВАО,Лефортово,Серп и Молот
1086,2,3,26,36.0,16790000,8,ЮВАО,Лефортово,Авиамоторная
1087,1,4,15,32.1,18000000,10,САО,Хорошевский,ЦСКА
1088,1,47,51,30.08,18767513,7,ЦАО,Пресненский,Шелепиха
1089,1,14,19,29.0,19459000,20,СЗАО,Щукино,Октябрьское поле
1090,3,2,10,54.5,22345000,9,ЮВАО,Лефортово,Серп и Молот
1091,2,5,5,79.5,28900000,16,ЦАО,Пресненский,Москва
1092,2,30,43,46.0,30490000,16,СЗАО,Хорошево,Шелепиха
1093,3,8,55,65.82,31000000,6,СВАО,Марьина роща,Марьина Роща
1094,2,17,46,50.4,34900000,4,ЗАО,Дорогомилово,Фили
