,room,floor,floor_counts,square,price,metro_foot_minute,zone,district,metro
89,3,3,18,126.3,75000000,12,ЦАО,Пресненский,Белорусская
90,2,28,32,78.1,33753258,13,ЮЗАО,Черемушки,Зюзино
91,3,3,14,155.0,233000000,6,ЦАО,Хамовники,Фрунзенская
92,1,4,13,68.62,86856437,8,ЦАО,Мещанский,Цветной бульвар
93,2,10,29,50.7,22800000,6,ЮАО,Нагатино,Нагатинская
94,2,5,11,75.79,50021400,8,ЗАО,Филевский парк,Фили
95,3,17,41,88.3,58500000,13,САО,Хорошевский,Аэропорт
96,1,18,41,37.7,24335267,17,ЮАО,Даниловский,Павелецкая
97,2,8,11,142.0,229559749,12,ЦАО,Хамовники,Фрунзенская
98,2,7,13,63.7,35120619,8,ЮАО,Даниловский,Тульская
99,2,5,21,117.0,120000000,7,ЦАО,Пресненский,Улица 1905 года
100,1,40,54,29.14,17858691,6,САО,Савеловский,Дмитровская
101,3,4,12,135.0,135000000,3,ЦАО,Замоскворечье,Новокузнецкая
102,2,6,18,48.4,33232233,7,ЮАО,Донской,Ленинский проспект
103,3,4,12,135.0,135000000,3,ЦАО,Замоскворечье,Новокузнецкая
104,1,5,21,65.9,78259545,9,ЦАО,Пресненский,Улица 1905 года
105,3,5,20,116.7,120000000,7,ЦАО,Пресненский,Улица 1905 года
106,2,10,21,66.8,34261720,12,СЗАО,Щукино,Щукинская
107,2,5,17,51.1,14980000,14,СВАО,Останкинский,Ботанический сад
108,1,2,5,54.7,126110000,3,ЦАО,Тверской,Площадь Революции
109,2,11,24,46.5,21900000,5,САО,Головинский,Водный стадион
110,2,2,17,43.3,26876310,3,ЗАО,Раменки,Раменки
111,2,2,3,46.3,56000000,3,ЦАО,Басманный,Китай
112,1,14,27,28.1,19203540,20,ЮАО,Даниловский,Серпуховская
113,3,9,36,70.6,52000000,11,САО,Хорошевский,ЦСКА
114,1,8,8,111.7,88184211,9,ЦАО,Арбат,Смоленская
115,2,5,14,100.1,125000000,6,ЦАО,Хамовники,Спортивная
116,1,5,18,49.8,49737000,15,ЦАО,Хамовники,Воробьёвы горы
117,3,40,51,78.0,37990000,10,ЗАО,Раменки,Раменки
118,3,3,6,203.7,477220000,5,ЦАО,Хамовники,Кропоткинская
119,3,7,9,158.6,284654089,2,ЦАО,Тверской,Маяковская
120,2,5,34,59.1,23699100,16,САО,Левобережный,Беломорская
121,3,13,16,101.54,115000000,10,ЦАО,Хамовники,Спортивная
122,,,,,94392000,10,ЦАО,Якиманка,Новокузнецкая
123,3,4,7,131.4,108840710,6,ЦАО,Пресненский,Арбатская
124,1,2,20,42.3,21645206,3,ЗАО,Филевский парк,Народное Ополчение
125,3,11,11,150.0,200000000,7,ЦАО,Хамовники,Спортивная
126,3,2,14,142.1,277800000,2,ЦАО,Якиманка,Полянка
127,2,9,14,99.71,118450000,6,ЦАО,Хамовники,Спортивная
128,1,3,10,45.5,23132200,24,ЗАО,,Павшино
129,2,14,21,60.0,64276729,9,ЦАО,Пресненский,Улица 1905 года
130,2,2,8,48.83,24219680,17,ЮЗАО,Котловка,Профсоюзная
131,3,4,6,170.0,168900000,10,ЦАО,Хамовники,Спортивная
132,1,2,14,30.45,29201550,8,ЗАО,Дорогомилово,Киевская
133,2,8,14,100.0,113300000,6,ЦАО,Хамовники,Спортивная
134,1,4,12,45.87,22499235,24,ЗАО,,Павшино
135,3,2,24,90.0,33600000,12,СЗАО,Хорошево,Народное Ополчение
136,1,3,13,56.33,24914759,11,ЗАО,,Опалиха
137,2,13,45,51.0,32300000,6,ЗАО,Дорогомилово,Фили
138,1,3,14,51.4,50980000,11,ЦАО,Пресненский,Белорусская
139,2,30,37,69.5,40000000,12,СЗАО,Хорошево,Шелепиха
140,2,8,75,64.0,30515264,9,ЮАО,Донской,Площадь Гагарина
141,3,70,78,133.2,101500000,3,ЦАО,Пресненский,Москва
142,2,3,13,122.7,98763758,8,ЦАО,Арбат,Смоленская
143,2,12,79,61.0,57000000,3,ЦАО,Пресненский,Москва
144,,,,41.3,17065160,20,СЗАО,Хорошево,Полежаевская
145,3,2,8,152.2,150000000,6,ЦАО,Хамовники,Спортивная
146,1,18,25,40.2,23432905,6,ЮАО,Нагатино,Нагатинская
147,3,8,15,119.5,155350000,7,ЦАО,Хамовники,Спортивная
148,2,2,23,44.1,20195396,19,ЗАО,Очаково,Озёрная
149,3,11,21,104.55,101000000,7,ЦАО,Пресненский,Улица 1905 года
150,2,11,18,45.8,56907301,19,ЗАО,Дорогомилово,Москва
151,2,9,14,99.71,101999000,6,ЦАО,Хамовники,Спортивная
152,2,15,27,48.3,19513200,4,СЗАО,Щукино,Щукинская
153,2,5,6,43.0,27999000,6,САО,Беговой,Белорусская
154,2,21,33,47.49,43258641,11,ЦАО,Пресненский,Белорусская
155,2,11,13,83.0,100000000,9,ЦАО,Хамовники,Спортивная
156,2,2,44,63.74,30122632,6,СВАО,Марьина роща,Марьина Роща
157,2,15,35,61.8,25500000,13,ЮЗАО,Обручевский,Калужская
158,2,3,23,61.8,29802200,11,СВАО,Ростокино,Ботанический сад
159,3,3,7,154.2,293836479,7,ЦАО,Хамовники,Парк Культуры
160,,,,41.3,17065160,20,СЗАО,Хорошево,Полежаевская
161,3,3,7,154.2,293836479,7,ЦАО,Хамовники,Парк Культуры
162,1,2,54,36.06,20713585,14,СЗАО,Хорошево,Полежаевская
163,3,11,21,104.55,115000000,7,ЦАО,Пресненский,Улица 1905 года
164,3,9,13,94.54,155910052,8,ЦАО,Мещанский,Цветной бульвар
165,2,8,14,100.0,111999000,6,ЦАО,Хамовники,Спортивная
166,3,9,9,101.0,180790000,1,ЦАО,Тверской,Маяковская
167,3,8,19,73.4,46000000,16,СЗАО,Хорошево,Шелепиха
168,3,9,27,79.4,39050875,18,ЮАО,Даниловский,Серпуховская
169,3,21,36,86.5,49500000,12,СЗАО,Хорошево,Шелепиха
170,3,8,49,89.97,35589820,6,САО,Савеловский,Дмитровская
171,3,23,29,79.3,29999999,14,ЗАО,Очаково,Аминьевская
172,1,5,23,58.2,25537891,5,ЮАО,Нагатинский затон,Технопарк
173,3,6,14,81.0,46000000,5,ЗАО,Раменки,Минская
174,2,7,39,36.0,27461232,10,ЮАО,Даниловский,Павелецкая
175,3,4,6,219.4,302192454,6,ЦАО,Хамовники,Кропоткинская
176,,,,,216819225,9,ЦАО,Пресненский,Улица 1905 года
177,3,8,15,119.5,149300000,8,ЦАО,Хамовники,Спортивная
178,2,5,25,58.8,29641732,6,ЮАО,Нагатино,Нагатинская
179,3,9,14,67.0,38000000,5,ЗАО,Раменки,Минская
180,2,4,6,102.7,107526900,6,ЦАО,Арбат,Арбатская
181,3,9,10,60.0,27400000,6,ЗАО,Филевский парк,Багратионовская
182,2,2,19,62.8,24674120,10,САО,Савеловский,Гражданская
183,2,3,25,43.2,18500000,14,ЗАО,Филевский парк,Фили
184,3,3,5,112.4,258140000,3,ЦАО,Тверской,Площадь Революции
185,2,21,26,87.0,37000000,13,САО,Хорошевский,ЦСКА
186,2,2,25,54.5,17494500,14,ВАО,Соколиная гора,Соколиная гора
187,3,46,78,87.4,93000000,3,ЦАО,Пресненский,Москва
188,1,3,6,78.7,160420000,5,ЦАО,Басманный,Чистые пруды
189,2,1,7,62.0,82400000,7,ЦАО,Якиманка,Полянка
190,3,2,32,64.7,29949630,20,ЮАО,Даниловский,Серпуховская
191,3,39,65,223.3,229559749,2,ЦАО,Пресненский,Деловой центр
192,3,7,8,128.6,128600000,9,ЦАО,Арбат,Смоленская
193,2,5,10,106.2,70000000,9,ЦАО,Хамовники,Парк Культуры
194,3,14,25,96.2,41606500,6,САО,Хорошевский,Беговая
195,1,23,23,54.0,29000000,18,СЗАО,Хорошево,Терехово
196,2,11,25,58.81,23814982,15,ЮАО,Москворечье,Варшавская
197,3,11,14,242.97,329870000,10,ЦАО,Хамовники,Спортивная
198,3,2,18,118.1,118729000,15,ЦАО,Хамовники,Воробьёвы горы
199,3,11,14,242.97,350000000,10,ЦАО,Хамовники,Спортивная
200,,,,,241110000,10,ЦАО,Якиманка,Новокузнецкая
201,3,46,46,85.0,56000000,17,ЮАО,Даниловский,Павелецкая
202,3,3,20,103.9,36962923,3,ЗАО,Филевский парк,Народное Ополчение
203,2,24,24,57.4,39300000,11,СЗАО,Хорошево,Шелепиха
204,3,4,10,73.5,35676900,24,ЗАО,,Павшино
205,3,2,14,71.2,46500000,5,ЗАО,Раменки,Минская
206,2,2,10,59.8,66618396,12,ЗАО,Дорогомилово,Парк Победы
207,3,7,16,121.0,103000000,10,ЦАО,Хамовники,Смоленская
208,1,3,13,54.02,29997306,24,ЗАО,,Павшино
209,3,3,9,110.5,97500000,8,ЦАО,Тверской,Новослободская
210,3,14,42,65.9,34268000,20,ЮЗАО,Котловка,Нагорная
211,3,9,22,104.0,62990000,8,СЗАО,Хорошево,Терехово
212,3,2,14,79.88,61427720,8,ЗАО,Дорогомилово,Киевская
213,2,4,21,65.1,68500000,9,ЦАО,Пресненский,Улица 1905 года
214,3,3,7,127.0,109213650,11,ЦАО,Якиманка,Новокузнецкая
215,2,9,9,131.6,57000000,7,ЦАО,Басманный,Бауманская
216,3,2,12,101.91,45686253,24,ЗАО,,Павшино
217,2,2,7,82.6,40000000,11,САО,Беговой,Белорусская
218,3,3,13,89.86,38118612,11,ЗАО,,Опалиха
219,3,3,10,173.6,165000000,4,ЦАО,Тверской,Белорусская
220,1,3,36,40.8,28058677,5,САО,Беговой,Белорусская
221,2,7,19,83.0,72900000,13,ЦАО,Пресненский,Белорусская
222,3,2,11,100.7,93360000,10,ЦАО,Пресненский,Белорусская
223,3,5,21,137.0,140000000,7,ЦАО,Пресненский,Улица 1905 года
224,3,4,5,133.6,146300000,6,ЦАО,Арбат,Смоленская
225,3,8,53,150.0,135000000,4,ЗАО,Раменки,Ломоносовский проспект
226,2,3,49,58.78,22630300,17,СВАО,Марьина роща,Марьина Роща
227,3,8,8,81.0,50000000,3,ЦАО,Арбат,Смоленская
228,3,2,41,97.2,40338000,6,ЗАО,Филевский парк,Фили
229,2,38,51,63.0,36000000,13,ЦАО,Пресненский,Шелепиха
230,3,2,21,99.7,73810000,12,ЦАО,Пресненский,Улица 1905 года
231,3,7,7,145.2,230000000,7,ЦАО,Якиманка,Полянка
232,3,3,28,82.97,39746265,4,ЮАО,Нагатино,Нагатинская
233,2,4,17,44.5,40000000,12,ЦАО,Пресненский,Улица 1905 года
234,2,2,15,38.0,13611600,9,САО,Головинский,Коптево
235,3,2,7,90.0,80000000,9,ЦАО,Пресненский,Пушкинская
236,2,10,29,60.1,27189240,4,САО,Аэропорт,Красный Балтиец
237,2,2,5,64.0,166400000,3,ЦАО,Хамовники,Кропоткинская
238,2,2,39,60.57,21980883,4,САО,Западное Дегунино,Селигерская
239,3,3,15,99.9,159990000,8,ЦАО,Хамовники,Спортивная
240,2,6,13,60.31,33790000,15,ЮВАО,Южнопортовый,Дубровка
241,2,7,11,46.3,23990000,8,СЗАО,Хорошево,Терехово
242,1,2,19,42.7,22191190,13,СЗАО,Покровское,Спартак
243,3,10,13,150.7,169490000,9,ЦАО,Хамовники,Спортивная
244,1,8,14,44.6,25870000,2,ЗАО,Раменки,Ломоносовский проспект
245,2,3,5,70.0,89999999,6,ЦАО,Арбат,Арбатская
246,2,13,30,38.2,12387916,10,ЮВАО,Рязанский,Окская
247,2,2,21,46.0,23500000,10,САО,Хорошевский,Зорге
248,1,8,23,47.4,20761200,13,ЦАО,Басманный,Бауманская
249,3,5,5,193.0,170000000,9,ЦАО,Замоскворечье,Новокузнецкая
250,2,24,28,47.5,23180000,8,СЗАО,Хорошево,
251,2,2,21,57.23,63000000,7,ЦАО,Пресненский,Улица 1905 года
252,1,2,57,42.52,24463584,5,ЗАО,Филевский парк,Фили
253,2,7,15,120.0,140000000,8,ЦАО,Хамовники,Спортивная
254,1,2,21,37.76,20490000,11,СВАО,Марфино,Телецентр
255,3,2,19,99.0,57000000,16,СЗАО,Хорошево,Шелепиха
256,3,34,54,84.01,42564927,14,СЗАО,Хорошево,Полежаевская
257,2,4,21,55.7,49100000,15,ЦАО,Пресненский,Улица 1905 года
258,2,2,11,31.0,,12,СЗАО,Хорошево,Шелепиха
259,3,9,20,96.0,115000000,7,ЦАО,Пресненский,Улица 1905 года
260,1,6,22,30.7,16065003,13,СВАО,Марьина роща,Савёловская
261,2,13,44,73.2,33400000,4,СЗАО,Хорошево,Шелепиха
262,1,2,16,40.9,17295455,7,ВАО,Преображенское,Преображенская площадь
263,2,2,24,68.0,38300000,14,СЗАО,Хорошево,Шелепиха
264,2,2,48,52.6,18382016,4,СЗАО,Покровское,Тушинская
265,3,4,8,70.0,62899371,9,ЦАО,Хамовники,Смоленская
266,3,40,85,166.0,128740413,1,ЦАО,Пресненский,Москва
267,1,37,37,48.0,40000000,12,САО,Хорошевский,Аэропорт
268,3,2,23,97.0,41021245,5,ЮАО,Нагатинский затон,Технопарк
269,1,4,26,46.0,32000000,4,ЗАО,Очаково,Давыдково
270,2,3,6,44.0,23232000,16,СЗАО,Хорошево,Народное Ополчение
271,3,5,6,106.4,94000000,7,ЦАО,Хамовники,Парк Культуры
272,2,21,22,70.5,25013039,4,ЮВАО,Печатники,
273,3,50,75,212.0,105000000,2,ЦАО,Пресненский,Деловой центр
274,1,4,15,32.6,18288906,4,СВАО,Останкинский,Алексеевская
275,3,2,22,81.2,21750000,11,СЗАО,Митино,Волоколамская
276,2,2,64,34.9,13797977,5,СЗАО,Хорошево,Хорошёвская
277,3,9,21,108.0,125000000,7,ЦАО,Пресненский,Улица 1905 года
278,2,13,24,45.6,,20,СЗАО,Покровское,Тушинская
279,1,13,44,60.9,25500000,4,СЗАО,Хорошево,Шелепиха
280,1,4,6,51.2,55500800,10,ЦАО,Замоскворечье,Новокузнецкая
281,2,10,16,38.8,14400000,10,НАО (Новомосковский),,Прокшино
282,3,3,6,136.8,250800000,5,ЦАО,Басманный,Чистые пруды
283,2,3,13,69.23,52000000,5,ЗАО,Раменки,Минская
284,1,12,13,39.8,25145601,8,ЮАО,Даниловский,Тульская
285,3,9,21,116.8,125700000,7,ЦАО,Пресненский,Улица 1905 года
286,2,4,15,45.8,26993838,9,ЗАО,Раменки,Раменки
287,3,3,6,118.9,240000000,10,ЦАО,Хамовники,Парк Культуры
288,2,3,17,49.5,11598840,8,НАО (Новомосковский),,Корниловская
289,3,2,4,137.9,296485000,7,ЦАО,Хамовники,Парк Культуры
290,3,7,21,72.0,21960000,12,ЗАО,Очаково,Давыдково
291,3,3,7,74.0,27000000,5,СВАО,Марьина роща,Марьина Роща
292,3,3,13,86.94,45417456,24,ЗАО,,Павшино
293,2,1,11,74.13,100000000,8,ЗАО,Дорогомилово,Парк Победы
294,2,13,14,63.8,15471500,16,НАО (Новомосковский),,Кедровая
295,2,11,41,67.1,33000000,16,СЗАО,Хорошево,Шелепиха
296,,,,,25544778,11,СЗАО,Щукино,Щукинская
297,3,3,19,89.0,42000000,8,ЦАО,Красносельский,Площадь трёх вокзалов
298,3,19,36,99.0,64447342,5,САО,Беговой,Белорусская
299,2,25,73,105.0,70000000,2,ЦАО,Пресненский,Деловой центр
300,2,3,13,36.6,,14,ЮВАО,Печатники,Кожуховская
301,3,7,17,75.7,41000000,7,САО,Беговой,Динамо
302,2,4,17,87.6,50808000,14,ЮЗАО,Гагаринский,Ленинский проспект
303,3,53,73,239.0,185000000,2,ЦАО,Пресненский,Деловой центр
304,2,11,29,55.8,20119633,17,ЮВАО,Южнопортовый,Дубровка
305,3,11,11,150.0,200000000,7,ЦАО,Хамовники,Спортивная
306,1,8,57,44.4,18616920,16,САО,Левобережный,Беломорская
307,1,4,7,40.0,9850000,11,НАО (Новомосковский),,Санино
308,2,8,17,71.8,43991860,12,ЗАО,Филевский парк,Филёвский парк
309,3,25,34,135.0,85000000,4,ЗАО,Раменки,Ломоносовский проспект
310,2,3,19,59.6,29621200,20,СЗАО,Щукино,Октябрьское поле
311,3,15,44,117.0,101000000,13,ЗАО,Раменки,Минская
312,2,3,20,64.1,24619528,17,ЮАО,Даниловский,Тульская
313,2,13,21,90.0,56700000,9,ЗАО,Раменки,Раменки
314,1,3,35,39.08,20505276,17,ЮЗАО,Котловка,Профсоюзная
315,3,2,7,151.3,300000000,11,ЦАО,Хамовники,Киевская
316,2,11,13,47.0,14817000,17,НАО (Новомосковский),,Ольховая
317,1,18,48,42.4,19450000,9,СЗАО,Хорошево,Народное Ополчение
318,,,,,14194420,11,ЮЗАО,Черемушки,Новые Черёмушки
319,3,3,5,164.0,202012579,11,ЦАО,Хамовники,Парк Культуры
320,3,3,34,54.4,20617600,8,ЮАО,Нагорный,Нагорная
321,2,14,24,46.0,31000000,18,ЗАО,Очаково,Матвеевская
322,3,2,13,79.3,38833210,13,СЗАО,Покровское,Спартак
323,3,3,19,88.4,42000000,8,ЦАО,Красносельский,Площадь трёх вокзалов
324,3,7,14,91.8,49030000,2,ЗАО,Раменки,Ломоносовский проспект
325,2,35,78,83.0,63000000,4,ЦАО,Пресненский,Деловой центр
326,1,24,75,41.62,21941564,9,ЮАО,Донской,Площадь Гагарина
327,3,24,56,71.0,33500000,5,ЗАО,Раменки,Минская
328,1,12,13,48.6,32610600,8,ЦАО,Арбат,Смоленская
329,2,3,12,65.6,82000000,4,ЗАО,Раменки,Ломоносовский проспект
330,3,18,23,78.9,34716000,13,ЦАО,Басманный,Бауманская
331,3,20,43,84.2,38500000,17,СЗАО,Хорошево,Шелепиха
332,,,,,37729120,5,ЦАО,Замоскворечье,Павелецкая
333,1,4,46,39.7,19000000,18,ЮЗАО,Обручевский,Калужская
334,2,50,51,45.97,27306180,7,ЦАО,Пресненский,Шелепиха
335,3,67,79,146.0,160000000,3,ЦАО,Пресненский,Москва
336,3,5,57,82.36,49355795,5,ЗАО,Филевский парк,Фили
337,2,3,24,70.0,46500000,11,СЗАО,Хорошево,Шелепиха
338,3,2,21,79.64,40940000,11,СВАО,Марфино,Телецентр
339,3,2,5,207.4,459119499,1,ЦАО,Тверской,Лубянка
340,3,3,11,89.1,86400002,16,ЮАО,Даниловский,Павелецкая
341,3,22,47,130.0,100000000,4,ЗАО,Раменки,Ломоносовский проспект
342,1,2,24,43.5,17768630,19,ЗАО,Очаково,Озёрная
343,3,29,53,191.5,229559749,4,ЗАО,Раменки,Ломоносовский проспект
344,3,19,22,67.3,33763804,13,СВАО,Марьина роща,Савёловская
345,3,9,12,101.1,75000000,17,ЗАО,Раменки,Минская
346,1,11,18,52.4,55200190,19,ЗАО,Дорогомилово,Москва
347,3,59,79,113.0,83000000,4,ЦАО,Пресненский,Деловой центр
348,3,2,16,74.41,30845885,7,ВАО,Преображенское,Преображенская площадь
349,1,44,65,52.0,44000000,2,ЦАО,Пресненский,Москва
350,1,16,27,38.2,16120400,4,СЗАО,Щукино,Щукинская
351,2,3,9,65.6,82000000,4,ЗАО,Раменки,Ломоносовский проспект
352,1,24,26,42.45,36260790,10,ЦАО,Пресненский,Белорусская
353,3,2,9,118.0,215000000,10,ЦАО,Хамовники,Спортивная
354,1,3,55,42.12,21551919,7,СВАО,Марьина роща,Марьина Роща
355,2,4,37,74.7,46500000,13,САО,Хорошевский,Аэропорт
356,3,8,20,88.5,72929576,4,ЦАО,Пресненский,Краснопресненская
357,1,6,12,59.2,68000000,4,ЗАО,Раменки,Ломоносовский проспект
358,1,3,23,30.6,17427800,11,СВАО,Ростокино,Ботанический сад
359,3,4,7,117.9,80000000,5,ЦАО,Мещанский,Проспект Мира
360,2,2,48,56.51,18412265,9,СЗАО,Покровское,Трикотажная
361,3,10,14,70.2,50000000,5,ЗАО,Раменки,Минская
362,,,,43.5,17182500,20,СЗАО,Хорошево,Полежаевская
363,2,6,8,59.0,68000000,5,ЗАО,Раменки,Фрунзенская
364,2,27,31,40.1,,13,САО,Западное Дегунино,Селигерская
365,2,3,15,58.54,61000000,7,ЦАО,Пресненский,Улица 1905 года
366,3,11,15,128.8,62607425,4,СВАО,Останкинский,Алексеевская
367,2,2,17,54.0,13800000,11,ЮВАО,Некрасовка,Некрасовка
368,3,2,6,119.45,147998550,10,ЦАО,Замоскворечье,Новокузнецкая
369,2,9,9,50.0,30000000,7,ЦАО,Хамовники,Спортивная
370,3,3,32,121.5,48004650,13,ЮЗАО,Черемушки,Зюзино
371,3,11,58,81.0,48500000,10,СЗАО,Хорошево,Народное Ополчение
372,2,2,37,37.4,,18,ЮВАО,Нижегородский,Нижегородская
373,3,2,5,88.0,67490000,1,ЦАО,Замоскворечье,Третьяковская
374,3,9,13,102.8,55209558,8,ЮАО,Даниловский,Тульская
375,3,14,20,94.0,53000000,13,САО,Беговой,Белорусская
376,2,16,21,58.28,25273435,2,САО,Хорошевский,Полежаевская
377,3,3,28,68.0,66500000,4,ЦАО,Красносельский,Площадь трёх вокзалов
378,2,2,35,41.8,17325180,7,САО,Левобережный,Речной вокзал
379,3,2,7,151.0,300000000,11,ЦАО,Хамовники,Киевская
380,1,6,26,24.5,19028856,10,ЮАО,Даниловский,Павелецкая
381,3,7,79,90.6,85000000,3,ЦАО,Пресненский,Москва
382,3,5,18,84.7,61928803,7,ЮАО,Донской,Ленинский проспект
383,2,18,79,71.8,53000000,3,ЦАО,Пресненский,Москва
384,1,10,25,39.84,22702148,6,ЮАО,Нагатино,Нагатинская
385,2,3,21,56.6,58298000,7,ЦАО,Пресненский,Улица 1905 года
386,3,2,21,101.2,45435764,12,СЗАО,Щукино,Щукинская
387,1,4,12,35.2,11950000,11,ЮАО,Царицыно,Кантемировская
388,1,8,25,23.9,13133050,10,САО,Савеловский,Гражданская
389,3,8,26,98.2,51950000,10,САО,Аэропорт,Динамо
390,3,2,17,72.6,42064440,3,ЗАО,Раменки,Раменки
391,2,7,22,75.0,40000000,15,ЗАО,Раменки,Ломоносовский проспект
392,1,2,26,24.0,9480000,14,ВАО,Соколиная гора,Соколиная гора
393,3,51,68,101.0,109990000,2,ЦАО,Пресненский,Москва
394,1,2,9,37.89,15711300,15,ЮАО,Москворечье,Варшавская
395,3,3,15,104.0,65200000,8,САО,Аэропорт,Петровский Парк
396,3,4,34,92.5,35242500,16,САО,Левобережный,Беломорская
397,3,36,44,68.6,36900000,13,ЦАО,Пресненский,Улица 1905 года
398,2,2,16,55.54,21287149,15,ЮАО,Даниловский,Тульская
399,2,11,12,46.9,13200000,5,ЮАО,Зябликово,Шипиловская
400,3,4,12,102.4,70050000,12,САО,Сокол,Панфиловская
401,3,53,79,112.9,135000000,3,ЦАО,Пресненский,Москва
402,2,18,26,45.3,21064500,18,СВАО,Останкинский,ВДНХ
403,1,51,75,123.0,99000000,3,ЦАО,Пресненский,Деловой центр
404,3,5,35,95.73,47003430,17,ЮЗАО,Котловка,Профсоюзная
405,3,10,53,94.3,67000000,4,ЗАО,Раменки,Ломоносовский проспект
406,2,2,17,50.8,12303806,12,НАО (Новомосковский),,Мичуринец
407,2,9,41,64.2,41500000,16,СЗАО,Хорошево,Шелепиха
408,2,17,22,58.9,29460366,10,СВАО,Останкинский,ВДНХ
409,3,15,19,107.0,99000000,5,ЗАО,Раменки,Университет
410,3,12,75,96.05,46236452,9,ЮАО,Донской,Площадь Гагарина
411,3,19,37,81.4,54500000,4,САО,Беговой,Белорусская
412,2,2,41,48.5,33762426,13,САО,Хорошевский,Петровский Парк
413,3,16,27,65.1,38950000,12,САО,Хорошевский,Зорге
414,1,37,49,36.91,17495340,17,СВАО,Марьина роща,Марьина Роща
415,2,6,9,60.0,19200000,16,НАО (Новомосковский),,Ольховая
416,1,2,15,28.3,10541750,9,САО,Головинский,Коптево
417,3,5,23,128.0,73500000,18,ЗАО,Очаково,Матвеевская
418,2,2,9,64.1,12915830,17,НАО (Новомосковский),,Аэропорт Внуково
419,2,4,8,60.1,25500000,6,САО,Савеловский,Петровский Парк
420,3,12,13,72.0,19136000,17,НАО (Новомосковский),,Ольховая
421,2,2,20,57.7,19444900,6,САО,Головинский,Коптево
422,,,,,22774400,11,ЮЗАО,Черемушки,Новые Черёмушки
423,2,4,49,60.29,23151360,17,СВАО,Марьина роща,Марьина Роща
424,2,15,25,62.06,23852901,15,ЮАО,Москворечье,Варшавская
425,2,7,27,67.9,28600000,12,ЮВАО,Лефортово,Серп и Молот
426,3,24,29,78.1,28604858,17,ЮВАО,Южнопортовый,Волгоградский проспект
427,3,2,15,79.71,29030323,12,СЗАО,Покровское,Трикотажная
428,2,20,20,60.8,31853120,4,САО,Аэропорт,Красный Балтиец
429,3,2,20,88.8,34838016,17,ЮАО,Даниловский,Тульская
430,3,8,29,80.0,37400000,10,ЗАО,Раменки,Ломоносовский проспект
431,2,8,9,55.7,40000000,5,ЦАО,Тверской,Белорусская
432,3,7,11,115.2,54990000,7,ЦАО,Мещанский,Цветной бульвар
433,3,6,12,120.9,71500000,5,ЦАО,Мещанский,Проспект Мира
434,2,9,13,67.3,84669457,10,ЗАО,Дорогомилово,Парк Победы
435,3,3,21,92.2,95000000,7,ЦАО,Пресненский,Улица 1905 года
436,3,4,24,136.0,98000000,6,ЗАО,Раменки,Университет
437,2,9,15,97.25,125740000,8,ЦАО,Хамовники,Спортивная
438,3,7,11,114.99,160000000,6,ЦАО,Хамовники,Спортивная
439,3,11,14,242.97,350000000,10,ЦАО,Хамовники,Спортивная
440,2,8,12,46.8,13500000,11,ЮЗАО,Котловка,Нагорная
441,2,8,12,50.7,23570430,15,ЮВАО,Рязанский,Окская
442,1,45,52,43.1,25450000,9,СЗАО,Хорошево,Народное Ополчение
443,2,30,41,49.0,25700000,18,ЗАО,Раменки,Кутузовская
444,3,1,4,83.3,27600000,4,СВАО,Северный,Физтех
445,1,2,14,30.45,29201550,8,ЗАО,Дорогомилово,Киевская
446,3,28,30,63.4,,11,САО,Западное Дегунино,Селигерская
447,3,47,51,67.31,31926479,7,ЦАО,Пресненский,Шелепиха
448,2,43,43,74.6,32182160,10,САО,Западное Дегунино,Селигерская
449,2,28,58,52.0,33200000,9,СЗАО,Хорошево,Народное Ополчение
450,3,3,15,95.0,35000000,12,ЦАО,Пресненский,Баррикадная
451,2,3,13,82.5,36100000,18,СЗАО,Хорошево,Мнёвники
452,2,6,8,66.45,37400000,15,ЮВАО,Южнопортовый,Дубровка
453,2,8,21,51.0,45000000,1,ЦАО,Пресненский,Деловой центр
454,3,7,11,115.2,54990000,7,ЦАО,Мещанский,Цветной бульвар
455,3,21,25,113.5,60000000,5,ЗАО,Раменки,Аминьевская
456,2,54,67,82.0,75000000,3,ЦАО,Пресненский,Москва
457,3,25,37,114.0,80000000,12,САО,Хорошевский,Аэропорт
458,2,2,5,75.1,84500000,9,ЦАО,Замоскворечье,Третьяковская
459,2,15,77,98.0,90000000,3,ЦАО,Пресненский,Москва
460,3,2,6,93.8,90000000,6,ЦАО,Арбат,Арбатская
461,3,3,21,92.12,95000000,7,ЦАО,Пресненский,Улица 1905 года
462,3,30,73,185.0,95000000,2,ЦАО,Пресненский,Деловой центр
463,3,15,21,83.7,120000000,13,ЦАО,Пресненский,Деловой центр
464,3,47,75,170.0,125000000,3,ЦАО,Пресненский,Деловой центр
465,3,5,6,160.0,197000000,9,ЦАО,Замоскворечье,Новокузнецкая
466,3,6,8,142.8,214000000,11,ЦАО,Якиманка,Новокузнецкая
467,3,3,6,159.0,290000000,5,ЦАО,Хамовники,Парк Культуры
468,2,6,14,43.0,13700000,5,ЮВАО,Люблино,Люблино
469,1,4,12,45.87,22499235,24,ЗАО,,Павшино
470,3,21,45,64.8,,18,ЮВАО,Нижегородский,Нижегородская
471,3,3,21,65.92,26908020,2,САО,Хорошевский,Полежаевская
472,2,14,28,67.1,29322700,8,СЗАО,Хорошево,
473,2,26,85,92.0,50000000,3,ЦАО,Пресненский,Деловой центр
